"North_cor","East_cor","WaterSE","Code","Point","VertPrec"
1842219.065,6057270.146,7.806,"echo","6218",0.03125
1842219.831,6057271.684,7.79,"echo","6219",0.03125
1842220.43,6057273.097,7.797,"echo","6220",0.03126
1842220.972,6057274.418,7.801,"echo","6221",0.03127
1842221.444,6057275.652,7.796,"echo","6222",0.03128
1842221.845,6057276.826,7.808,"echo","6223",0.03129
1842221.771,6057277.854,7.834,"echo","6224",0.0313
1842221.191,6057278.277,7.857,"echo","6225",0.03131
1842221.002,6057278.422,7.8,"echo","6226",0.03133
1842220.611,6057277.803,7.845,"echo","6227",0.03134
1842220.948,6057277.283,7.768,"echo","6228",0.03135
1842220.575,6057276.569,7.77,"echo","6229",0.03136
1842220.29,6057275.569,7.869,"echo","6230",0.03136
1842219.981,6057275.521,7.826,"echo","6231",0.03137
1842219.187,6057275.928,7.752,"echo","6232",0.03138
1842217.743,6057275.221,7.725,"echo","6233",0.03138
1842216.381,6057274.331,7.884,"echo","6234",0.03139
1842214.489,6057274.325,7.725,"echo","6235",0.0314
1842212.644,6057273.575,7.822,"echo","6236",0.0314
1842210.644,6057272.585,7.8,"echo","6237",0.0314
1842208.523,6057272.066,7.792,"echo","6238",0.03141
1842206.539,6057271.554,7.835,"echo","6239",0.03168
1842204.445,6057270.335,7.812,"echo","6240",0.03141
1842202.3,6057269.578,7.806,"echo","6241",0.03141
1842200.194,6057269.066,7.765,"echo","6242",0.03155
1842198.088,6057267.669,7.808,"echo","6243",0.03142
1842196.038,6057266.668,7.821,"echo","6244",0.03142
1842193.921,6057266.033,7.792,"echo","6245",0.03142
1842191.898,6057264.677,7.826,"echo","6246",0.03142
1842190.049,6057263.628,7.841,"echo","6247",0.03142
1842187.973,6057263.021,7.742,"echo","6248",0.03142
1842186.059,6057261.552,7.734,"echo","6249",0.03142
1842184.476,6057260.143,7.817,"echo","6250",0.03142
1842182.614,6057259.24,7.782,"echo","6251",0.03147
1842181.017,6057257.983,7.792,"echo","6252",0.03142
1842179.698,6057256.485,7.809,"echo","6253",0.03142
1842178.748,6057255.631,7.845,"echo","6254",0.03153
1842178.395,6057255.348,7.913,"echo","6255",0.03142
1842178.308,6057255.276,7.823,"echo","6256",0.03238
1842178.483,6057255.314,7.796,"echo","6257",0.03195
1842178.446,6057255.439,7.853,"echo","6258",0.0315
1842178.455,6057255.526,7.853,"echo","6259",0.03145
1842178.641,6057255.508,7.814,"echo","6260",0.0315
1842178.723,6057255.546,7.809,"echo","6261",0.03145
1842178.769,6057255.537,7.8,"echo","6262",0.03145
1842178.77,6057255.492,7.835,"echo","6263",0.03145
1842178.732,6057255.515,7.78,"echo","6264",0.03145
1842178.809,6057255.522,7.704,"echo","6265",0.03144
1842179.244,6057255.428,7.722,"echo","6266",0.03144
1842179.882,6057255.243,7.789,"echo","6267",0.03145
1842180.435,6057255.156,7.812,"echo","6268",0.03144
1842180.909,6057255.18,7.775,"echo","6269",0.03144
1842181.346,6057255.284,7.778,"echo","6270",0.03144
1842200.106,6057288.351,7.773,"echo","6271",0.0312
1842200.403,6057288.991,7.769,"echo","6272",0.0312
1842200.772,6057289.666,7.806,"echo","6273",0.0312
1842201.064,6057290.249,7.809,"echo","6274",0.03119
1842201.424,6057290.813,7.821,"echo","6275",0.03119
1842201.698,6057291.437,7.795,"echo","6276",0.03118
1842202.357,6057291.485,7.73,"echo","6277",0.03118
1842203.627,6057291.011,7.821,"echo","6278",0.03117
1842204.476,6057290.802,7.758,"echo","6279",0.03117
1842205.956,6057290.626,7.737,"echo","6280",0.03126
1842207.27,6057290.714,7.831,"echo","6281",0.03117
1842208.481,6057290.765,7.858,"echo","6282",0.03143
1842209.895,6057290.836,7.775,"echo","6283",0.03117
1842211.115,6057290.869,7.778,"echo","6284",0.03116
1842212.35,6057290.327,7.733,"echo","6285",0.03115
1842214.063,6057290.361,7.721,"echo","6286",0.03115
1842215.789,6057290.658,7.792,"echo","6287",0.03115
1842217.661,6057291.101,7.806,"echo","6288",0.03115
1842219.562,6057291.942,7.812,"echo","6289",0.03115
1842221.132,6057292.791,7.802,"echo","6290",0.03114
1842222.622,6057294.271,7.795,"echo","6291",0.03114
1842223.841,6057295.378,7.843,"echo","6292",0.03129
1842225.633,6057296.22,7.741,"echo","6293",0.03115
1842226.948,6057297.612,7.765,"echo","6294",0.03114
1842228.031,6057299.218,7.828,"echo","6295",0.03114
1842229.522,6057300.668,7.791,"echo","6296",0.03114
1842230.917,6057302.06,7.755,"echo","6297",0.03114
1842231.856,6057304.328,7.804,"echo","6298",0.03144
1842232.823,6057306.218,7.85,"echo","6299",0.03114
1842234.286,6057307.813,7.753,"echo","6300",0.03113
1842235.259,6057309.888,7.727,"echo","6301",0.03113
1842235.775,6057312.109,7.82,"echo","6302",0.03112
1842236.952,6057314.073,7.8,"echo","6303",0.03112
1842238.03,6057315.899,7.799,"echo","6304",0.03112
1842238.585,6057318.355,7.807,"echo","6305",0.03111
1842239.314,6057320.552,7.829,"echo","6306",0.03111
1842240.553,6057322.569,7.728,"echo","6307",0.03111
1842241.15,6057325.12,7.76,"echo","6308",0.03111
1842241.686,6057327.498,7.787,"echo","6309",0.03111
1842242.839,6057329.665,7.765,"echo","6310",0.0311
1842243.62,6057332.07,7.731,"echo","6311",0.03137
1842244.08,6057334.563,7.826,"echo","6312",0.0311
1842245.033,6057336.827,7.744,"echo","6313",0.0311
1842245.728,6057338.903,7.807,"echo","6314",0.03109
1842246.26,6057340.71,7.818,"echo","6315",0.03109
1842246.867,6057342.309,7.8,"echo","6316",0.03108
1842247.124,6057344.527,7.76,"echo","6317",0.03114
1842247.602,6057346.677,7.774,"echo","6318",0.03109
1842248.636,6057348.61,7.744,"echo","6319",0.03108
1842249.017,6057351.165,7.775,"echo","6320",0.03108
1842249.386,6057353.507,7.83,"echo","6321",0.03107
1842250.341,6057355.701,7.767,"echo","6322",0.03138
1842250.726,6057358.332,7.76,"echo","6323",0.03107
1842250.826,6057360.721,7.83,"echo","6324",0.03115
1842250.933,6057362.76,7.779,"echo","6325",0.03107
1842251.177,6057364.896,7.864,"echo","6326",0.03106
1842251.969,6057367.04,7.772,"echo","6327",0.03106
1842252.154,6057369.588,7.739,"echo","6328",0.03106
1842252.177,6057371.99,7.814,"echo","6329",0.03114
1842253.015,6057374.389,7.762,"echo","6330",0.03105
1842253.377,6057376.912,7.748,"echo","6331",0.03105
1842253.303,6057379.528,7.784,"echo","6332",0.03119
1842253.629,6057381.962,7.786,"echo","6333",0.03104
1842254.144,6057384.117,7.777,"echo","6334",0.03104
1842253.888,6057386.776,7.759,"echo","6335",0.03103
1842253.725,6057389.107,7.917,"echo","6336",0.03103
1842254.338,6057391.512,7.772,"echo","6337",0.03103
1842254.314,6057393.857,7.755,"echo","6338",0.03103
1842253.911,6057396.267,7.812,"echo","6339",0.03103
1842254.108,6057398.717,7.82,"echo","6340",0.03103
1842254.469,6057400.985,7.751,"echo","6341",0.03103
1842253.867,6057403.693,7.841,"echo","6342",0.03102
1842253.537,6057406.082,7.852,"echo","6343",0.03102
1842253.701,6057408.564,7.765,"echo","6344",0.03102
1842253.328,6057410.984,7.71,"echo","6345",0.03102
1842252.411,6057413.385,7.821,"echo","6346",0.03101
1842251.858,6057415.764,7.817,"echo","6347",0.03109
1842251.582,6057418.103,7.752,"echo","6348",0.031
1842250.516,6057420.486,7.777,"echo","6349",0.031
1842249.301,6057422.483,7.889,"echo","6350",0.03128
1842248.739,6057424.956,7.772,"echo","6351",0.031
1842246.803,6057429.074,7.823,"echo","6353",0.03194
1842246.221,6057431.364,7.831,"echo","6354",0.03126
1842245.839,6057433.413,7.801,"echo","6355",0.03098
1842245.962,6057435.407,7.793,"echo","6356",0.03098
1842246.278,6057437.028,7.797,"echo","6357",0.03098
1842246.744,6057438.36,7.801,"echo","6358",0.03097
1842247.124,6057439.731,7.803,"echo","6359",0.03097
1842247.472,6057441.521,7.821,"echo","6360",0.03097
1842248.548,6057442.676,7.81,"echo","6361",0.03097
1842249.338,6057443.706,7.878,"echo","6362",0.03125
1842250.584,6057443.949,7.771,"echo","6363",0.03097
1842251.717,6057444.409,7.783,"echo","6364",0.03097
1842253.646,6057445.438,7.761,"echo","6365",0.03097
1842255.527,6057445.778,7.821,"echo","6366",0.03097
1842257.196,6057445.563,7.752,"echo","6367",0.03097
1842259.695,6057445.86,7.745,"echo","6368",0.03097
1842261.955,6057446.165,7.869,"echo","6369",0.03096
1842264.015,6057445.61,7.748,"echo","6370",0.03096
1842266.143,6057445.334,7.698,"echo","6371",0.03095
1842268.654,6057445.508,7.849,"echo","6372",0.03095
1842270.711,6057445.34,7.715,"echo","6373",0.03127
1842273.065,6057445.812,7.764,"echo","6374",0.03095
1842274.993,6057446.158,7.76,"echo","6375",0.03095
1842276.695,6057446.419,7.694,"echo","6376",0.03095
1842278.183,6057446.673,7.674,"echo","6377",0.03095
1842279.489,6057447.032,7.761,"echo","6378",0.03094
1842280.653,6057447.286,7.763,"echo","6379",0.03094
1842281.646,6057447.473,7.755,"echo","6380",0.03094
1842282.259,6057448.302,7.799,"echo","6381",0.03093
1842282.705,6057449.059,7.747,"echo","6382",0.03093
1842283.338,6057450.792,7.779,"echo","6383",0.03093
1842283.799,6057452.213,7.771,"echo","6384",0.03092
1842284.069,6057453.873,7.754,"echo","6385",0.03187
1842283.944,6057455.513,7.839,"echo","6386",0.03092
1842283.646,6057457.023,7.835,"echo","6387",0.03092
1842282.864,6057458.498,7.827,"echo","6388",0.03092
1842282.313,6057459.754,7.778,"echo","6389",0.03092
1842280.949,6057460.757,7.827,"echo","6390",0.03092
1842280.045,6057461.706,7.888,"echo","6391",0.03091
1842279.138,6057463.556,7.757,"echo","6392",0.03091
1842277.733,6057464.723,7.808,"echo","6393",0.03091
1842275.877,6057465.408,7.825,"echo","6394",0.0309
1842274.114,6057466.798,7.801,"echo","6395",0.03091
1842272.498,6057468.201,7.777,"echo","6396",0.03091
1842270.1,6057468.839,7.822,"echo","6397",0.03091
1842268.064,6057469.412,7.884,"echo","6398",0.03185
1842266.007,6057470.746,7.798,"echo","6399",0.03119
1842263.937,6057471.469,7.797,"echo","6400",0.0309
1842261.861,6057471.806,7.866,"echo","6401",0.0309
1842259.956,6057472.592,7.771,"echo","6402",0.03089
1842258.578,6057473.349,7.817,"echo","6403",0.03089
1842257.592,6057474.174,7.82,"echo","6404",0.03089
1842257.178,6057475.172,7.813,"echo","6405",0.03088
1842257.337,6057476.312,7.719,"echo","6406",0.03088
1842257.462,6057477.041,7.842,"echo","6407",0.03087
1842257.673,6057478.045,7.826,"echo","6408",0.03087
1842258.298,6057478.759,7.824,"echo","6409",0.03118
1842258.892,6057478.952,7.816,"echo","6410",0.03087
1842259.589,6057479.258,7.793,"echo","6411",0.03086
1842259.996,6057479.505,7.819,"echo","6412",0.03086
1842260.561,6057479.512,7.727,"echo","6413",0.03118
1842261.107,6057479.316,7.771,"echo","6414",0.03086
1842261.635,6057479.185,7.818,"echo","6415",0.03101
1842262.405,6057480.141,7.778,"echo","6416",0.031
1842263.065,6057481.262,7.713,"echo","6417",0.03085
1842263.629,6057482.137,7.715,"echo","6418",0.03093
1842264.123,6057482.273,7.783,"echo","6419",0.03084
1842264.557,6057482.205,7.802,"echo","6420",0.03084
1842265.186,6057481.34,7.791,"echo","6421",0.03084
1842265.746,6057480.318,7.812,"echo","6422",0.03084
1842266.562,6057479.056,7.826,"echo","6423",0.03084
1842267.354,6057477.76,7.706,"echo","6424",0.03083
1842268.706,6057477.45,7.795,"echo","6425",0.03083
1842270.114,6057477.077,7.864,"echo","6426",0.03083
1842271.648,6057476.105,7.697,"echo","6427",0.03083
1842273.391,6057475.679,7.734,"echo","6428",0.03083
1842275.536,6057475.71,7.828,"echo","6429",0.03083
1842277.529,6057475.123,7.781,"echo","6430",0.03089
1842279.286,6057474.457,7.737,"echo","6431",0.03083
1842281.669,6057474.211,7.784,"echo","6432",0.03082
1842283.756,6057474.028,7.834,"echo","6433",0.03111
1842285.54,6057473.431,7.764,"echo","6434",0.03081
1842287.774,6057473.432,7.756,"echo","6435",0.03081
1842289.947,6057473.621,7.737,"echo","6436",0.03082
1842291.755,6057473.818,7.763,"echo","6437",0.03081
1842293.239,6057474.131,7.776,"echo","6438",0.03081
1842294.368,6057474.706,7.786,"echo","6439",0.03081
1842295.036,6057475.531,7.83,"echo","6440",0.0308
1842295.643,6057476.641,7.821,"echo","6441",0.0308
1842296.121,6057478.132,7.817,"echo","6442",0.0308
1842296.692,6057479.126,7.838,"echo","6443",0.03117
1842297.463,6057480.201,7.788,"echo","6444",0.03109
1842297.031,6057482.247,7.886,"echo","6445",0.03088
1842297.093,6057483.676,7.715,"echo","6446",0.0309
1842296.506,6057484.933,7.705,"echo","6447",0.0308
1842295.47,6057485.867,7.804,"echo","6448",0.03333
1842295.053,6057486.985,7.767,"echo","6449",0.03081
1842293.32,6057488.21,7.805,"echo","6450",0.03081
1842292.413,6057489.313,7.798,"echo","6451",0.03109
1842291.83,6057489.666,7.839,"echo","6452",0.0308
1842291.479,6057490.354,7.796,"echo","6453",0.0308
1842289.964,6057490.863,7.818,"echo","6454",0.0308
1842288.645,6057491.534,7.82,"echo","6455",0.03079
1842286.76,6057491.578,7.836,"echo","6456",0.03079
1842285.225,6057491.983,7.864,"echo","6457",0.03078
1842283.602,6057493.021,7.757,"echo","6458",0.03094
1842281.606,6057493.048,7.774,"echo","6459",0.03078
1842279.805,6057493.161,7.812,"echo","6460",0.03078
1842277.747,6057493.842,7.768,"echo","6461",0.03104
1842276.101,6057494.073,7.826,"echo","6462",0.03102
1842274.3,6057494.826,7.803,"echo","6463",0.03093
1842272.584,6057495.142,7.732,"echo","6464",0.03077
1842270.849,6057495.348,7.866,"echo","6465",0.03077
1842269.268,6057495.938,7.842,"echo","6466",0.03076
1842268.152,6057496.673,7.798,"echo","6467",0.03076
1842267.761,6057497.545,7.82,"echo","6468",0.03077
1842267.713,6057498.293,7.806,"echo","6469",0.03077
1842267.873,6057499.452,7.769,"echo","6470",0.03076
1842267.838,6057500.17,7.846,"echo","6471",0.03076
1842268.138,6057501.211,7.809,"echo","6472",0.03075
1842268.252,6057502.01,7.821,"echo","6473",0.03105
1842267.777,6057503.17,7.793,"echo","6474",0.03075
1842267.707,6057504.244,7.811,"echo","6475",0.03075
1842268.772,6057505.042,7.817,"echo","6476",0.03075
1842270.561,6057505.607,7.778,"echo","6477",0.03075
1842271.969,6057506.022,7.757,"echo","6478",0.03074
1842272.941,6057506.591,7.842,"echo","6479",0.03074
1842274.211,6057506.081,7.757,"echo","6480",0.03074
1842275.508,6057504.961,7.791,"echo","6481",0.03074
1842276.668,6057504.453,7.743,"echo","6482",0.03074
1842278.182,6057504.739,7.804,"echo","6483",0.03075
1842279.757,6057504.428,7.832,"echo","6484",0.03074
1842281.378,6057503.79,7.794,"echo","6485",0.03074
1842283.267,6057503.654,7.81,"echo","6486",0.03073
1842284.994,6057503.597,7.867,"echo","6487",0.03073
1842286.531,6057502.851,7.755,"echo","6488",0.03073
1842288.244,6057502.474,7.706,"echo","6489",0.03073
1842290.411,6057502.451,7.839,"echo","6490",0.03072
1842292.133,6057502.048,7.868,"echo","6491",0.03072
1842293.651,6057501.415,7.769,"echo","6492",0.03072
1842295.954,6057501.314,7.82,"echo","6493",0.03072
1842297.907,6057501.094,7.791,"echo","6494",0.03072
1842299.979,6057501.136,7.769,"echo","6495",0.03072
1842301.911,6057501.22,7.844,"echo","6496",0.03071
1842303.7,6057500.748,7.745,"echo","6497",0.03071
1842305.25,6057500.755,7.788,"echo","6498",0.03071
1842306.5,6057501.008,7.827,"echo","6499",0.03071
1842307.211,6057502.008,7.846,"echo","6500",0.03071
1842307.403,6057502.793,7.807,"echo","6501",0.0307
1842307.525,6057503.742,7.814,"echo","6502",0.03071
1842307.691,6057505.098,7.806,"echo","6503",0.03071
1842308.24,6057505.941,7.842,"echo","6504",0.03071
1842309.521,6057506.605,7.759,"echo","6505",0.03071
1842309.968,6057508.364,7.789,"echo","6506",0.03078
1842310.158,6057509.913,7.808,"echo","6507",0.03072
1842309.708,6057510.653,7.853,"echo","6508",0.03071
1842310.172,6057511.054,7.767,"echo","6509",0.03071
1842310.179,6057511.916,7.831,"echo","6510",0.03071
1842310.024,6057513.147,7.808,"echo","6511",0.03071
1842309.423,6057514.519,7.795,"echo","6512",0.0307
1842308.803,6057515.939,7.8,"echo","6513",0.0307
1842307.242,6057517.349,7.877,"echo","6514",0.03077
1842306.28,6057518.693,7.756,"echo","6515",0.0307
1842304.308,6057519.452,7.786,"echo","6516",0.0307
1842302.857,6057520.009,7.85,"echo","6517",0.0307
1842301.285,6057521.018,7.835,"echo","6518",0.0307
1842299.647,6057521.785,7.787,"echo","6519",0.0307
1842297.766,6057521.767,7.859,"echo","6520",0.0307
1842295.719,6057522.768,7.75,"echo","6521",0.03077
1842293.923,6057523.424,7.85,"echo","6522",0.03077
1842292.265,6057524.663,7.783,"echo","6523",0.03069
1842290.482,6057525.505,7.773,"echo","6524",0.03069
1842288.684,6057526.207,7.805,"echo","6525",0.03069
1842287.23,6057527.44,7.746,"echo","6526",0.03098
1842286.037,6057528.442,7.799,"echo","6527",0.03068
1842285.354,6057529.387,7.816,"echo","6528",0.03068
1842285.643,6057530.058,7.787,"echo","6529",0.03068
1842285.949,6057530.196,7.768,"echo","6530",0.03086
1842286.067,6057530.248,7.796,"echo","6531",0.03067
1842286.027,6057530.289,7.795,"echo","6532",0.03067
1842285.923,6057530.289,7.796,"echo","6533",0.03066
1842287.294,6057529.648,7.822,"echo","6534",0.03004
1842287.317,6057529.776,7.779,"echo","6535",0.03004
1842287.327,6057529.853,7.783,"echo","6536",0.03003
1842287.313,6057529.972,7.793,"echo","6537",0.03003
1842287.366,6057530.148,7.828,"echo","6538",0.03003
1842287.428,6057530.217,7.828,"echo","6539",0.03003
1842288.477,6057529.819,7.844,"echo","6540",0.03026
1842289.925,6057529.322,7.775,"echo","6541",0.03009
1842290.952,6057528.904,7.73,"echo","6542",0.03003
1842291.312,6057528.339,7.822,"echo","6543",0.03003
1842291.553,6057528.37,7.854,"echo","6544",0.03003
1842292.275,6057528.288,7.823,"echo","6545",0.03003
1842293.254,6057527.904,7.764,"echo","6546",0.03003
1842294.211,6057527.583,7.824,"echo","6547",0.03094
1842295.104,6057526.999,7.791,"echo","6548",0.03002
1842296.279,6057526.81,7.827,"echo","6549",0.03009
1842298.031,6057526.663,7.9,"echo","6550",0.0301
1842299.44,6057526.081,7.819,"echo","6551",0.03003
1842300.46,6057525.264,7.788,"echo","6552",0.03002
1842302.413,6057524.773,7.78,"echo","6553",0.03002
1842304.519,6057524.492,7.784,"echo","6554",0.03002
1842306.394,6057524.214,7.824,"echo","6555",0.03002
1842308.356,6057524.199,7.826,"echo","6556",0.03002
1842310.011,6057523.7,7.771,"echo","6557",0.03001
1842311.558,6057523.338,7.788,"echo","6558",0.03001
1842313.544,6057523.216,7.76,"echo","6559",0.03001
1842315.268,6057523.141,7.79,"echo","6560",0.03024
1842317.158,6057523.469,7.798,"echo","6561",0.03001
1842318.83,6057523.831,7.774,"echo","6562",0.03001
1842320.114,6057524.405,7.832,"echo","6563",0.03001
1842320.974,6057524.973,7.818,"echo","6564",0.03007
1842321.906,6057526.182,7.779,"echo","6565",0.03
1842324.076,6057527.898,7.781,"echo","6567",0.03001
1842325.127,6057529.105,7.82,"echo","6568",0.03032
1842325.677,6057530.93,7.749,"echo","6569",0.03109
1842325.781,6057532.197,7.837,"echo","6570",0.03001
1842326.386,6057532.917,7.742,"echo","6571",0.03001
1842326.211,6057534.332,7.795,"echo","6572",0.03001
1842326.171,6057535.607,7.804,"echo","6573",0.03001
1842325.656,6057536.123,7.889,"echo","6574",0.03001
1842326.222,6057536.62,7.806,"echo","6575",0.0301
1842326.412,6057536.515,7.853,"echo","6576",0.03001
1842326.581,6057536.905,7.802,"echo","6577",0.03033
1842325.874,6057537.835,7.842,"echo","6578",0.03048
1842325.68,6057538.979,7.819,"echo","6579",0.03007
1842324.199,6057540.299,7.847,"echo","6580",0.03001
1842323.278,6057541.604,7.767,"echo","6581",0.03025
1842321.296,6057542.407,7.793,"echo","6582",0.03001
1842319.907,6057543.217,7.729,"echo","6583",0.03024
1842317.984,6057543.119,7.779,"echo","6584",0.03001
1842316.617,6057543.242,7.787,"echo","6585",0.03001
1842315.311,6057542.773,7.785,"echo","6586",0.03001
1842313.991,6057542.643,7.847,"echo","6587",0.03001
1842312.076,6057542.939,7.753,"echo","6588",0.03001
1842310.422,6057542.215,7.78,"echo","6589",0.03001
1842308.829,6057541.552,7.832,"echo","6590",0.03001
1842306.758,6057541.354,7.781,"echo","6591",0.03
1842304.953,6057540.344,7.766,"echo","6592",0.03
1842303.454,6057539.315,7.862,"echo","6593",0.03
1842301.409,6057539.001,7.766,"echo","6594",0.03091
1842299.674,6057537.929,7.764,"echo","6595",0.02999
1842298.263,6057536.665,7.828,"echo","6596",0.02999
1842296.338,6057536.074,7.764,"echo","6597",0.02999
1842294.635,6057534.996,7.783,"echo","6598",0.02998
1842293.158,6057533.796,7.81,"echo","6599",0.02998
1842291.176,6057533.259,7.723,"echo","6600",0.02998
1842289.439,6057531.958,7.762,"echo","6601",0.02997
1842288.115,6057530.556,7.841,"echo","6602",0.02997
1842286.296,6057529.654,7.766,"echo","6603",0.02997
1842284.856,6057528.301,7.775,"echo","6604",0.02996
1842283.753,6057526.788,7.77,"echo","6605",0.02996
1842282.863,6057525.553,7.772,"echo","6606",0.02996
1842282.102,6057524.437,7.894,"echo","6607",0.02995
1842280.86,6057523.465,7.781,"echo","6608",0.02995
1842280.372,6057521.73,7.787,"echo","6609",0.02995
1842280.745,6057519.511,7.862,"echo","6610",0.03161
1842280.851,6057517.713,7.818,"echo","6611",0.02995
1842281.544,6057516.408,7.838,"echo","6612",0.02995
1842281.998,6057515.541,7.746,"echo","6613",0.02994
1842283.526,6057514.646,7.785,"echo","6614",0.02994
1842284.564,6057513.948,7.828,"echo","6615",0.02994
1842285.752,6057513.03,7.773,"echo","6616",0.02994
1842287.097,6057512.281,7.778,"echo","6617",0.02993
1842288.718,6057513.046,7.838,"echo","6618",0.03242
1842288.501,6057513.956,7.881,"echo","6619",0.02992
1842288.01,6057514.243,7.79,"echo","6620",0.02992
1842287.086,6057514.569,7.823,"echo","6621",0.02992
1842286.483,6057514.575,7.799,"echo","6622",0.02992
1842285.787,6057515.044,7.928,"echo","6623",0.02991
1842286.861,6057515.381,7.762,"echo","6624",0.02991
1842287.61,6057515.84,7.913,"echo","6625",0.02991
1842289.017,6057516.091,7.819,"echo","6626",0.02991
1842290.3,6057516.908,7.796,"echo","6627",0.02991
1842291.822,6057518.101,7.86,"echo","6628",0.0299
1842293.712,6057518.272,7.751,"echo","6629",0.0299
1842295.602,6057519.048,7.736,"echo","6630",0.0299
1842297.753,6057520.193,7.83,"echo","6631",0.0299
1842299.829,6057520.475,7.814,"echo","6632",0.03021
1842301.763,6057520.987,7.777,"echo","6633",0.02989
1842304.163,6057522.083,7.788,"echo","6634",0.03014
1842306.098,6057522.717,7.788,"echo","6635",0.02989
1842308.285,6057523.989,7.781,"echo","6636",0.02989
1842310.195,6057524.875,7.82,"echo","6637",0.02988
1842312.286,6057525.254,7.76,"echo","6638",0.02988
1842314.442,6057526.212,7.741,"echo","6639",0.02988
1842316.272,6057527.379,7.812,"echo","6640",0.03237
1842318.245,6057528.015,7.737,"echo","6641",0.03079
1842320.109,6057529.419,7.764,"echo","6642",0.03119
1842321.731,6057530.931,7.804,"echo","6643",0.03023
1842323.618,6057531.983,7.799,"echo","6644",0.02988
1842325.161,6057533.364,7.769,"echo","6645",0.02988
1842326.474,6057535.013,7.829,"echo","6646",0.02997
1842328.171,6057536.33,7.775,"echo","6647",0.03092
1842329.485,6057537.569,7.809,"echo","6648",0.02998
1842330.686,6057538.773,7.83,"echo","6649",0.02998
1842331.592,6057540.476,7.875,"echo","6650",0.0314
1842333.032,6057541.802,7.855,"echo","6651",0.0308
1842334.444,6057542.947,7.799,"echo","6652",0.02998
1842335.57,6057544.729,7.916,"echo","6653",0.02989
1842337.063,6057546.109,7.855,"echo","6654",0.02999
1842338.495,6057547.279,7.879,"echo","6655",0.03
1842340.295,6057547.757,7.742,"echo","6656",0.03047
1842341.562,6057548.385,7.872,"echo","6657",0.0316
1842342.829,6057549.007,7.96,"echo","6658",0.03011
1842344.11,6057548.802,7.908,"echo","6659",0.03026
1842345.025,6057548.879,7.934,"echo","6660",0.03045
1842345.801,6057548.959,7.891,"echo","6661",0.03174
1842347.11,6057549.183,8.022,"echo","6662",0.03134
1842348.217,6057549.679,7.966,"echo","6663",0.03224
1842348.915,6057550.374,7.97,"echo","6664",0.0329
1842349.104,6057550.891,7.918,"echo","6665",0.03189
1842349.144,6057551.945,7.918,"echo","6666",0.03203
1842348.862,6057552.849,7.735,"echo","6667",0.03801
1842348.849,6057553.468,8.027,"echo","6668",0.03219
1842349.475,6057554.689,7.846,"echo","6669",0.03342
1842349.764,6057555.72,7.887,"echo","6670",0.03417
1842349.97,6057556.633,7.96,"echo","6671",0.03397
1842350.865,6057557.118,7.93,"echo","6672",0.03006
1842351.808,6057557.665,7.896,"echo","6673",0.03052
1842352.433,6057558.668,7.925,"echo","6674",0.03031
1842353.499,6057559.106,7.86,"echo","6675",0.0304
1842354.267,6057559.844,7.849,"echo","6676",0.03061
1842354.667,6057560.895,8.046,"echo","6677",0.0315
1842355.105,6057561.556,7.817,"echo","6678",0.03105
1842355.489,6057562.288,7.831,"echo","6679",0.03073
1842355.934,6057563.461,7.882,"echo","6680",0.03112
1842357.326,6057563.77,7.87,"echo","6681",0.03087
1842358.381,6057564.011,7.9,"echo","6682",0.03054
1842359.507,6057563.996,7.866,"echo","6683",0.03059
1842360.612,6057564.155,7.803,"echo","6684",0.03092
1842362.411,6057565.193,7.904,"echo","6685",0.0309
1842363.997,6057565.849,7.849,"echo","6686",0.03178
1842365.27,6057566.646,7.946,"echo","6687",0.03119
1842366.607,6057567.544,7.88,"echo","6688",0.02988
1842367.808,6057568.705,7.93,"echo","6689",0.02991
1842368.693,6057569.645,7.929,"echo","6690",0.03005
1842369.677,6057570.864,7.851,"echo","6691",0.03039
1842370.599,6057571.91,7.835,"echo","6692",0.03182
1842371.48,6057572.998,7.885,"echo","6693",0.03077
1842371.516,6057574.171,7.876,"echo","6694",0.03196
1842371.698,6057574.749,7.836,"echo","6695",0.03145
1842371.945,6057575.776,7.834,"echo","6696",0.02999
1842372.436,6057576.712,7.865,"echo","6697",0.03109
1842372.664,6057578.269,7.81,"echo","6698",0.03111
1842372.671,6057579.511,7.888,"echo","6699",0.03034
1842373.432,6057580.648,7.805,"echo","6700",0.02975
1842373.856,6057581.531,7.936,"echo","6701",0.02976
1842375.032,6057581.962,7.821,"echo","6702",0.02979
1842375.783,6057582.566,7.917,"echo","6703",0.0298
1842376.693,6057582.659,7.848,"echo","6704",0.02987
1842377.963,6057583.18,7.719,"echo","6705",0.02989
1842379.499,6057584.152,7.906,"echo","6706",0.03183
1842381.038,6057584.297,7.929,"echo","6707",0.03005
1842382.723,6057584.57,7.888,"echo","6708",0.03008
1842384.699,6057585.315,7.906,"echo","6709",0.03011
1842386.276,6057585.819,7.93,"echo","6710",0.03028
1842387.716,6057586.261,7.876,"echo","6711",0.03029
1842388.995,6057586.478,7.872,"echo","6712",0.03021
1842390.696,6057587.549,7.912,"echo","6713",0.03023
1842392.235,6057588.965,7.984,"echo","6714",0.03037
1842393.573,6057589.935,7.909,"echo","6715",0.03157
1842394.685,6057591.142,7.975,"echo","6716",0.03052
1842396.049,6057591.979,7.939,"echo","6717",0.03133
1842397.235,6057592.742,7.89,"echo","6718",0.03161
