"North_cor","East_cor","WaterSE","Code","Point","VertPrec"
1842074.464,6057145.414,7.735,"echo","3937",0.03428
1842072.888,6057144.181,7.759,"echo","3938",0.03464
1842071.347,6057142.41,7.769,"echo","3939",0.03464
1842069.652,6057141.129,7.732,"echo","3940",0.03442
1842067.996,6057140.024,7.733,"echo","3941",0.03431
1842066.394,6057138.311,7.707,"echo","3942",0.03407
1842064.937,6057136.742,7.809,"echo","3943",0.03434
1842063.09,6057135.621,7.727,"echo","3944",0.03435
1842061.545,6057134.129,7.755,"echo","3945",0.03409
1842060.089,6057132.397,7.769,"echo","3946",0.03409
1842058.411,6057131.047,7.77,"echo","3947",0.03409
1842056.813,6057129.812,7.713,"echo","3948",0.0341
1842055.422,6057127.869,7.738,"echo","3949",0.0341
1842053.968,6057126.337,7.792,"echo","3950",0.0341
1842052.216,6057125.106,7.739,"echo","3951",0.03411
1842050.714,6057123.457,7.699,"echo","3952",0.03411
1842049.46,6057121.765,7.803,"echo","3953",0.03411
1842047.665,6057120.505,7.758,"echo","3954",0.03411
1842046.115,6057119.215,7.796,"echo","3955",0.03411
1842044.674,6057117.404,7.775,"echo","3956",0.03411
1842042.967,6057116.096,7.773,"echo","3957",0.03412
1842041.122,6057115.266,7.72,"echo","3958",0.03412
1842039.336,6057114.097,7.757,"echo","3959",0.03417
1842037.706,6057112.994,7.752,"echo","3960",0.03412
1842035.775,6057112.64,7.761,"echo","3961",0.03412
1842033.884,6057111.819,7.761,"echo","3962",0.03412
1842031.889,6057110.737,7.789,"echo","3963",0.03412
1842029.835,6057110.33,7.72,"echo","3964",0.03413
1842027.834,6057109.722,7.731,"echo","3965",0.03413
1842025.742,6057108.556,7.783,"echo","3966",0.03413
1842023.55,6057108.03,7.745,"echo","3967",0.03413
1842021.445,6057107.771,7.715,"echo","3968",0.03418
1842019.253,6057106.959,7.736,"echo","3969",0.03413
1842017.244,6057106.268,7.761,"echo","3970",0.03413
1842015.157,6057106.069,7.717,"echo","3971",0.03413
1842013.109,6057105.526,7.728,"echo","3972",0.03413
1842011.173,6057104.748,7.762,"echo","3973",0.03425
1842009.1,6057104.509,7.74,"echo","3974",0.03413
1842007.14,6057104.5,7.713,"echo","3975",0.03413
1842004.959,6057103.603,7.742,"echo","3976",0.03413
1842003.035,6057102.918,7.707,"echo","3977",0.03413
1842001.235,6057101.266,7.74,"echo","3978",0.03414
1841999.822,6057100.073,7.735,"echo","3979",0.03414
1841999.063,6057098.258,7.784,"echo","3980",0.03414
1841997.968,6057096.892,7.789,"echo","3981",0.03414
1841996.246,6057095.5,7.702,"echo","3982",0.03414
1841995.149,6057093.666,7.767,"echo","3983",0.03419
1841994.348,6057091.872,7.854,"echo","3984",0.03414
1841992.969,6057090.291,7.743,"echo","3985",0.03454
1841991.975,6057088.482,7.742,"echo","3986",0.03414
1841991.36,6057086.458,7.797,"echo","3987",0.03415
1841990.348,6057084.661,7.782,"echo","3988",0.03415
1841989.307,6057083.025,7.777,"echo","3989",0.03414
1841988.755,6057080.9,7.786,"echo","3990",0.03414
1841987.944,6057079.11,7.744,"echo","3991",0.03414
1841986.928,6057077.468,7.717,"echo","3992",0.03414
1841986.292,6057075.34,7.769,"echo","3993",0.0345
1841985.833,6057073.373,7.792,"echo","3994",0.03454
1841984.676,6057071.617,7.732,"echo","3995",0.03414
1841983.92,6057069.803,7.797,"echo","3996",0.03414
1841983.293,6057067.868,7.789,"echo","3997",0.03427
1841982.298,6057066.244,7.755,"echo","3998",0.03414
1841981.325,6057064.818,7.733,"echo","3999",0.03414
1841980.629,6057062.616,7.76,"echo","4000",0.03414
1841979.933,6057060.74,7.767,"echo","4001",0.03414
1841978.812,6057059.1,7.8,"echo","4002",0.03414
1841977.985,6057057.267,7.766,"echo","4003",0.03414
1841977.285,6057055.365,7.79,"echo","4004",0.03419
1841976.021,6057053.781,7.76,"echo","4005",0.03414
1841974.853,6057052.389,7.76,"echo","4006",0.03432
1841973.952,6057050.44,7.77,"echo","4007",0.03433
1841972.96,6057048.834,7.792,"echo","4008",0.03439
1841971.678,6057047.552,7.738,"echo","4009",0.03441
1841970.625,6057045.719,7.694,"echo","4010",0.03442
1841969.79,6057043.948,7.806,"echo","4011",0.03444
1841968.44,6057042.596,7.757,"echo","4012",0.0353
1841967.318,6057041.121,7.811,"echo","4013",0.03517
1841966.381,6057039.231,7.883,"echo","4014",0.0362
1841965.056,6057037.877,7.891,"echo","4015",0.03565
1841963.742,6057036.655,7.792,"echo","4016",0.03677
1841962.553,6057034.751,7.86,"echo","4017",0.03794
1841961.605,6057033.025,7.883,"echo","4018",0.03815
1841960.211,6057031.642,7.866,"echo","4019",0.03831
1841958.979,6057030.293,7.814,"echo","4020",0.04137
1841958.246,6057028.289,7.988,"echo","4021",0.04727
1841957.538,6057026.588,7.9,"echo","4022",0.04822
1841957.405,6057024.436,7.88,"echo","4023",0.04987
1841957.381,6057022.778,7.83,"echo","4024",0.05148
1841957.892,6057021.248,7.815,"echo","4025",0.05298
1841958.617,6057020.055,7.855,"echo","4026",0.05221
1841959.289,6057019.226,7.903,"echo","4027",0.05293
1841959.466,6057017.895,7.831,"echo","4028",0.05181
1841960.422,6057016.771,7.813,"echo","4029",0.05248
1841961.983,6057015.896,7.874,"echo","4030",0.05484
1841963.193,6057015.466,7.914,"echo","4031",0.05542
1841973.968,6057021.022,7.914,"echo","4032",0.08706
1841974.969,6057021.535,7.897,"echo","4033",0.08991
1841976.617,6057022.777,7.887,"echo","4035",0.07789
1841977.578,6057024.066,7.808,"echo","4036",0.07478
1841979.041,6057024.914,7.762,"echo","4037",0.07548
1841980.565,6057025.569,7.785,"echo","4038",0.07227
1841982.214,6057027.055,7.797,"echo","4039",0.05044
1841983.749,6057028.35,7.774,"echo","4040",0.05015
1841985.576,6057029.333,7.734,"echo","4041",0.04853
1841987.295,6057030.691,7.719,"echo","4042",0.04928
1841988.921,6057032.462,7.774,"echo","4043",0.04828
1841990.8,6057033.809,7.826,"echo","4044",0.04858
1841992.6,6057034.9,7.782,"echo","4045",0.04814
1841994.259,6057036.684,7.797,"echo","4046",0.04074
1841995.837,6057038.164,7.749,"echo","4047",0.03788
1841997.763,6057039.246,7.742,"echo","4048",0.03743
1841999.277,6057040.241,7.783,"echo","4049",0.03679
1842000.811,6057041.584,7.8,"echo","4050",0.03649
1842002.165,6057042.882,7.797,"echo","4051",0.03657
1842003.517,6057044.493,7.812,"echo","4052",0.03617
1842004.672,6057046.208,7.83,"echo","4053",0.03627
1842006.412,6057047.418,7.778,"echo","4054",0.03599
1842007.819,6057048.617,7.836,"echo","4055",0.03616
1842009.08,6057049.65,7.841,"echo","4056",0.03562
1842010.312,6057050.392,7.74,"echo","4057",0.03589
1842011.403,6057051.962,7.743,"echo","4058",0.03588
1842012.447,6057053.557,7.8,"echo","4059",0.03585
1842014.013,6057054.838,7.766,"echo","4060",0.03567
1842015.559,6057055.945,7.796,"echo","4061",0.03546
1842017.04,6057057.53,7.819,"echo","4062",0.03518
1842018.781,6057058.626,7.779,"echo","4063",0.0351
1842020.543,6057059.397,7.756,"echo","4064",0.035
1842022.442,6057060.794,7.703,"echo","4065",0.03523
1842024.138,6057062.308,7.788,"echo","4066",0.03483
1842026.113,6057063.261,7.791,"echo","4067",0.03477
1842027.892,6057064.469,7.855,"echo","4068",0.03485
1842029.786,6057066.085,7.82,"echo","4069",0.03467
1842031.63,6057067.29,7.776,"echo","4070",0.03442
1842033.404,6057068.369,7.794,"echo","4071",0.03433
1842035.094,6057070.045,7.765,"echo","4072",0.03414
1842036.546,6057071.697,7.798,"echo","4073",0.03463
1842038.454,6057072.976,7.768,"echo","4074",0.03418
1842040.086,6057074.381,7.73,"echo","4075",0.03455
1842041.605,6057076.332,7.771,"echo","4076",0.03421
1842043.233,6057077.87,7.779,"echo","4077",0.03412
1842044.96,6057079.192,7.735,"echo","4078",0.03401
1842046.5,6057081.127,7.772,"echo","4079",0.03382
1842047.854,6057082.974,7.819,"echo","4080",0.03374
1842049.676,6057084.472,7.765,"echo","4081",0.03358
1842051.242,6057086.008,7.761,"echo","4082",0.03348
1842052.619,6057087.987,7.781,"echo","4083",0.03343
1842054.227,6057089.528,7.78,"echo","4084",0.03327
1842055.879,6057090.781,7.73,"echo","4085",0.03312
1842057.395,6057092.692,7.699,"echo","4086",0.03353
1842058.626,6057094.705,7.792,"echo","4087",0.03347
1842060.363,6057096.304,7.779,"echo","4088",0.03325
1842062.011,6057097.665,7.731,"echo","4089",0.03333
1842063.461,6057099.658,7.742,"echo","4090",0.03323
1842064.841,6057101.339,7.791,"echo","4091",0.03324
1842066.507,6057102.699,7.728,"echo","4092",0.03318
1842067.89,6057103.993,7.755,"echo","4093",0.0331
1842069.162,6057105.945,7.727,"echo","4094",0.03289
1842070.207,6057107.709,7.807,"echo","4095",0.03296
1842071.207,6057109.147,7.765,"echo","4096",0.03293
1842072.093,6057110.432,7.688,"echo","4097",0.03308
1842072.846,6057111.652,7.744,"echo","4098",0.03295
1842074.413,6057112.78,7.758,"echo","4099",0.03322
1842075.772,6057114.024,7.741,"echo","4100",0.03326
1842077.031,6057115.902,7.777,"echo","4101",0.03316
1842078.442,6057117.422,7.802,"echo","4102",0.03315
1842080.041,6057118.542,7.683,"echo","4103",0.03303
1842081.401,6057120.565,7.768,"echo","4104",0.03305
1842082.607,6057122.323,7.794,"echo","4105",0.03315
1842084.183,6057123.789,7.748,"echo","4106",0.03326
1842085.444,6057125.595,7.774,"echo","4107",0.03314
1842086.622,6057127.412,7.767,"echo","4108",0.03299
1842088.089,6057128.993,7.764,"echo","4109",0.03292
1842089.444,6057130.464,7.756,"echo","4110",0.03284
1842090.607,6057132.477,7.769,"echo","4111",0.03277
1842091.83,6057134.221,7.792,"echo","4112",0.03274
1842093.246,6057135.687,7.755,"echo","4113",0.0328
1842094.569,6057137.602,7.704,"echo","4114",0.03275
1842095.645,6057139.663,7.792,"echo","4115",0.03272
1842097.233,6057141.326,7.8,"echo","4116",0.0327
1842098.633,6057142.897,7.792,"echo","4117",0.03265
1842099.915,6057144.968,7.769,"echo","4118",0.03239
1842101.534,6057146.593,7.772,"echo","4119",0.03236
1842103.219,6057147.869,7.735,"echo","4120",0.03155
1842104.941,6057149.819,7.691,"echo","4121",0.03143
1842106.377,6057151.724,7.753,"echo","4122",0.03154
1842108.155,6057153.238,7.749,"echo","4123",0.03126
1842109.671,6057154.807,7.797,"echo","4124",0.03121
1842111.207,6057156.778,7.757,"echo","4125",0.03114
1842113.049,6057158.238,7.748,"echo","4126",0.03107
1842114.89,6057159.342,7.729,"echo","4127",0.03095
1842116.721,6057161.139,7.709,"echo","4128",0.03088
1842118.39,6057162.681,7.741,"echo","4129",0.03084
1842119.876,6057164.457,7.768,"echo","4130",0.03074
1842121.324,6057165.984,7.816,"echo","4131",0.03076
1842123.447,6057167.016,7.743,"echo","4132",0.03071
1842125.349,6057168.522,7.722,"echo","4133",0.03063
1842126.981,6057170.46,7.771,"echo","4134",0.03338
1842128.797,6057171.999,7.809,"echo","4135",0.03059
1842130.553,6057173.322,7.808,"echo","4136",0.03085
1842132.2,6057175.146,7.773,"echo","4137",0.03071
1842133.79,6057176.675,7.757,"echo","4138",0.03065
1842135.598,6057177.879,7.751,"echo","4139",0.03062
1842137.403,6057179.547,7.709,"echo","4140",0.0306
1842138.905,6057181.279,7.801,"echo","4141",0.03061
1842140.722,6057182.559,7.764,"echo","4142",0.03063
1842142.35,6057184.01,7.792,"echo","4143",0.03063
1842143.827,6057185.988,7.805,"echo","4144",0.03059
1842145.512,6057187.562,7.777,"echo","4145",0.03064
1842147.289,6057188.895,7.733,"echo","4146",0.03058
1842148.836,6057190.807,7.743,"echo","4147",0.03051
1842150.343,6057192.406,7.787,"echo","4148",0.03049
1842152.099,6057193.732,7.751,"echo","4149",0.03045
1842153.653,6057195.563,7.717,"echo","4150",0.0304
1842154.987,6057197.486,7.778,"echo","4151",0.03034
1842156.851,6057198.988,7.756,"echo","4152",0.03034
1842158.504,6057200.407,7.79,"echo","4153",0.03028
1842160.063,6057202.539,7.777,"echo","4154",0.03026
1842161.712,6057204.265,7.782,"echo","4155",0.03021
1842163.514,6057205.646,7.772,"echo","4156",0.03017
1842165.209,6057207.558,7.714,"echo","4157",0.03023
1842166.598,6057209.509,7.793,"echo","4158",0.03023
1842168.337,6057211.087,7.744,"echo","4159",0.03028
1842169.824,6057212.801,7.752,"echo","4160",0.03036
1842171.124,6057214.893,7.757,"echo","4161",0.03032
1842172.847,6057216.554,7.757,"echo","4162",0.03027
1842174.543,6057217.925,7.747,"echo","4163",0.0303
1842176.117,6057220.029,7.724,"echo","4164",0.03031
1842177.511,6057221.905,7.793,"echo","4165",0.03024
1842179.203,6057223.435,7.74,"echo","4166",0.03029
1842180.641,6057225.36,7.748,"echo","4167",0.03033
1842181.795,6057227.441,7.829,"echo","4168",0.03028
1842183.477,6057229.174,7.764,"echo","4169",0.03027
1842184.974,6057230.716,7.755,"echo","4170",0.03028
1842186.282,6057232.942,7.735,"echo","4171",0.03029
1842187.6,6057234.905,7.798,"echo","4172",0.03027
1842189.333,6057236.461,7.764,"echo","4173",0.03043
1842190.905,6057238.329,7.685,"echo","4174",0.03035
1842192.157,6057240.383,7.779,"echo","4175",0.03032
1842193.814,6057242.089,7.763,"echo","4176",0.03032
1842195.367,6057243.649,7.76,"echo","4177",0.03044
1842196.804,6057245.96,7.748,"echo","4178",0.0304
1842198.216,6057247.865,7.796,"echo","4179",0.03039
1842199.887,6057249.394,7.724,"echo","4180",0.03036
1842201.362,6057251.38,7.753,"echo","4181",0.03029
1842202.564,6057253.442,7.771,"echo","4182",0.03028
1842204.228,6057255.156,7.745,"echo","4183",0.03024
1842205.66,6057256.822,7.759,"echo","4184",0.03022
1842206.95,6057259.007,7.789,"echo","4185",0.03018
1842208.365,6057260.779,7.789,"echo","4186",0.03015
1842209.877,6057262.32,7.718,"echo","4187",0.03011
1842211.26,6057264.387,7.732,"echo","4188",0.03007
1842212.491,6057266.358,7.81,"echo","4189",0.03006
1842214.362,6057267.859,7.741,"echo","4190",0.03011
1842215.98,6057269.533,7.768,"echo","4191",0.03017
1842217.46,6057271.578,7.784,"echo","4192",0.03019
1842219.221,6057273.214,7.786,"echo","4193",0.03013
1842220.98,6057274.648,7.78,"echo","4194",0.03016
1842222.597,6057276.818,7.783,"echo","4195",0.03015
1842224.157,6057278.611,7.783,"echo","4196",0.03011
1842225.928,6057280.095,7.702,"echo","4197",0.03009
1842227.424,6057282.102,7.733,"echo","4198",0.03004
1842228.76,6057284.116,7.793,"echo","4199",0.03004
1842230.526,6057285.758,7.777,"echo","4200",0.03002
1842232.098,6057287.364,7.771,"echo","4201",0.02999
1842233.456,6057289.489,7.767,"echo","4202",0.02997
1842234.991,6057291.22,7.821,"echo","4203",0.02994
1842236.635,6057292.697,7.721,"echo","4204",0.02991
1842238.128,6057294.704,7.734,"echo","4205",0.02992
1842239.359,6057296.659,7.794,"echo","4206",0.02995
1842240.994,6057298.337,7.794,"echo","4207",0.03019
1842242.441,6057300.016,7.808,"echo","4208",0.02992
1842243.726,6057302.414,7.757,"echo","4209",0.0299
1842245.029,6057304.408,7.812,"echo","4210",0.02989
1842246.727,6057306.097,7.74,"echo","4211",0.0299
1842248.084,6057308.116,7.746,"echo","4212",0.0299
1842249.207,6057310.295,7.738,"echo","4213",0.02991
1842250.674,6057312.16,7.777,"echo","4214",0.02987
1842252.063,6057313.8,7.777,"echo","4215",0.0301
1842253.231,6057316.127,7.78,"echo","4216",0.02984
1842254.194,6057318.208,7.781,"echo","4217",0.02983
1842255.482,6057320.17,7.787,"echo","4218",0.02978
1842256.661,6057321.947,7.781,"echo","4219",0.02978
1842257.61,6057324.219,7.737,"echo","4220",0.02978
1842258.546,6057326.198,7.782,"echo","4221",0.02976
1842259.916,6057327.974,7.738,"echo","4222",0.03271
1842260.916,6057330.012,7.744,"echo","4223",0.02973
1842261.568,6057332.42,7.796,"echo","4224",0.02972
1842262.51,6057334.545,7.797,"echo","4225",0.02969
1842263.651,6057336.461,7.797,"echo","4226",0.02969
1842264.469,6057338.723,7.719,"echo","4227",0.02974
1842265.029,6057340.828,7.792,"echo","4228",0.02992
1842266.237,6057342.83,7.779,"echo","4229",0.02972
1842267.148,6057344.781,7.767,"echo","4230",0.0297
1842267.71,6057347.285,7.767,"echo","4231",0.02971
1842268.418,6057349.432,7.823,"echo","4232",0.0297
1842269.545,6057351.379,7.742,"echo","4233",0.02969
1842270.228,6057353.665,7.751,"echo","4234",0.02968
1842270.602,6057356.019,7.789,"echo","4235",0.02965
1842271.336,6057358.197,7.793,"echo","4236",0.02966
1842272.118,6057360.201,7.73,"echo","4237",0.02963
1842272.468,6057362.674,7.734,"echo","4238",0.02966
1842272.684,6057364.795,7.821,"echo","4239",0.02968
1842273.504,6057367.001,7.744,"echo","4240",0.02965
1842274.014,6057369.126,7.759,"echo","4241",0.02967
1842274.136,6057371.551,7.809,"echo","4242",0.0299
1842274.556,6057373.783,7.824,"echo","4243",0.02965
1842275.37,6057375.902,7.771,"echo","4244",0.02966
1842275.648,6057378.258,7.733,"echo","4245",0.02969
1842275.702,6057380.643,7.804,"echo","4246",0.02966
1842276.182,6057382.97,7.817,"echo","4247",0.02964
1842276.693,6057385.098,7.784,"echo","4248",0.02966
1842276.675,6057387.7,7.759,"echo","4249",0.02963
1842276.653,6057389.98,7.828,"echo","4250",0.0296
1842277.337,6057392.336,7.719,"echo","4251",0.02958
1842277.615,6057394.627,7.795,"echo","4252",0.02956
1842277.57,6057397.156,7.795,"echo","4253",0.02956
1842277.87,6057399.462,7.838,"echo","4254",0.02955
1842278.521,6057401.649,7.73,"echo","4255",0.02952
1842278.72,6057404.061,7.75,"echo","4256",0.02954
1842278.655,6057406.505,7.794,"echo","4257",0.02951
1842278.979,6057408.833,7.797,"echo","4258",0.0295
1842279.605,6057410.992,7.763,"echo","4259",0.02948
1842279.759,6057413.449,7.741,"echo","4260",0.02949
1842279.71,6057415.84,7.807,"echo","4261",0.02975
1842280.082,6057418.129,7.82,"echo","4262",0.02954
1842280.62,6057420.217,7.797,"echo","4263",0.02953
1842280.605,6057422.707,7.763,"echo","4264",0.02954
1842280.369,6057425.002,7.789,"echo","4265",0.02954
1842280.677,6057427.252,7.823,"echo","4266",0.02951
1842281.207,6057429.359,7.798,"echo","4267",0.02949
1842281.831,6057431.035,7.805,"echo","4268",0.0295
1842282.71,6057432.505,7.826,"echo","4269",0.02949
1842283.634,6057433.608,7.831,"echo","4270",0.02947
1842284.845,6057434.295,7.779,"echo","4271",0.02945
1842285.785,6057434.816,7.791,"echo","4272",0.02947
1842286.798,6057434.745,7.787,"echo","4273",0.02945
1842287.539,6057434.806,7.833,"echo","4274",0.02949
1842288.111,6057434.255,7.797,"echo","4275",0.02947
1842288.346,6057433.903,7.831,"echo","4276",0.02945
1842288.286,6057433.217,7.806,"echo","4277",0.02944
1842288.212,6057432.877,7.862,"echo","4278",0.02947
1842287.98,6057432.509,7.856,"echo","4279",0.02949
1842288.079,6057430.792,7.723,"echo","4280",0.02975
1842288.499,6057429.094,7.853,"echo","4281",0.02957
1842287.628,6057427.567,7.736,"echo","4282",0.02964
1842287.128,6057425.909,7.784,"echo","4283",0.02956
1842286.909,6057423.679,7.749,"echo","4284",0.02958
1842286.516,6057421.778,7.798,"echo","4285",0.02959
1842285.807,6057420.048,7.785,"echo","4286",0.02958
1842285.475,6057417.944,7.811,"echo","4287",0.02962
1842285.532,6057415.687,7.765,"echo","4288",0.0296
1842285.152,6057413.611,7.784,"echo","4289",0.02964
1842284.635,6057411.725,7.748,"echo","4290",0.02962
1842284.621,6057409.53,7.768,"echo","4291",0.0296
1842284.465,6057407.673,7.798,"echo","4292",0.03003
1842283.9,6057405.884,7.74,"echo","4293",0.02961
1842283.908,6057403.747,7.733,"echo","4294",0.02961
1842284.223,6057401.64,7.789,"echo","4295",0.0296
1842284.03,6057399.615,7.835,"echo","4296",0.02964
1842283.682,6057397.785,7.778,"echo","4297",0.0298
1842283.969,6057395.591,7.758,"echo","4298",0.0296
1842284.037,6057393.649,7.808,"echo","4299",0.0296
1842283.557,6057391.713,7.793,"echo","4300",0.0298
1842283.474,6057389.718,7.754,"echo","4301",0.02957
1842283.728,6057387.597,7.809,"echo","4302",0.0296
1842283.428,6057385.615,7.787,"echo","4303",0.02962
1842283.02,6057383.813,7.775,"echo","4304",0.02971
1842283.127,6057381.529,7.784,"echo","4305",0.02978
1842283.014,6057379.532,7.787,"echo","4306",0.0297
1842282.301,6057377.658,7.764,"echo","4307",0.02967
1842281.958,6057375.615,7.774,"echo","4308",0.03009
1842281.984,6057373.383,7.788,"echo","4309",0.03007
1842281.479,6057371.368,7.799,"echo","4310",0.03289
1842280.756,6057369.664,7.754,"echo","4311",0.02993
1842280.581,6057367.358,7.759,"echo","4312",0.02972
1842280.441,6057365.344,7.778,"echo","4313",0.02971
1842279.682,6057363.44,7.747,"echo","4314",0.0297
1842279.256,6057361.632,7.793,"echo","4315",0.02968
1842279.157,6057359.458,7.814,"echo","4316",0.02967
1842278.635,6057357.619,7.794,"echo","4317",0.02965
1842277.814,6057355.952,7.762,"echo","4318",0.02969
1842277.369,6057353.916,7.74,"echo","4319",0.02967
1842277.262,6057351.844,7.784,"echo","4320",0.02967
1842276.661,6057349.92,7.813,"echo","4321",0.02964
1842275.898,6057348.23,7.772,"echo","4322",0.02961
1842275.597,6057346.074,7.773,"echo","4323",0.02958
1842275.253,6057344.204,7.804,"echo","4324",0.02959
1842274.369,6057342.457,7.766,"echo","4325",0.02957
1842273.832,6057340.608,7.793,"echo","4326",0.02955
1842273.484,6057338.499,7.762,"echo","4327",0.02954
1842272.734,6057336.656,7.784,"echo","4328",0.02951
1842271.83,6057335.068,7.754,"echo","4329",0.02948
1842271.237,6057332.856,7.754,"echo","4330",0.02945
1842270.862,6057330.852,7.811,"echo","4331",0.02942
1842269.882,6057329.065,7.759,"echo","4332",0.02941
1842269.252,6057327.243,7.824,"echo","4333",0.02967
1842268.738,6057325.164,7.761,"echo","4334",0.0297
1842267.843,6057323.399,7.75,"echo","4335",0.02949
1842266.855,6057321.933,7.752,"echo","4336",0.02947
1842266.194,6057319.76,7.738,"echo","4337",0.02947
1842265.674,6057317.832,7.776,"echo","4338",0.02988
1842264.559,6057316.108,7.778,"echo","4339",0.02989
1842263.717,6057314.407,7.812,"echo","4340",0.02945
1842263.132,6057312.173,7.77,"echo","4341",0.0297
1842262.33,6057310.336,7.807,"echo","4342",0.02943
1842261.143,6057308.685,7.766,"echo","4343",0.02942
1842260.305,6057306.789,7.769,"echo","4344",0.0294
1842259.6,6057304.839,7.788,"echo","4345",0.02943
1842258.378,6057303.205,7.798,"echo","4346",0.02981
1842257.234,6057301.843,7.829,"echo","4347",0.02942
1842256.253,6057299.71,7.792,"echo","4348",0.02966
1842255.175,6057297.997,7.817,"echo","4349",0.02944
1842253.726,6057296.638,7.775,"echo","4350",0.02944
1842252.485,6057294.859,7.741,"echo","4351",0.02985
1842251.456,6057292.883,7.827,"echo","4352",0.02982
1842250.028,6057291.299,7.782,"echo","4353",0.02984
1842248.673,6057289.839,7.815,"echo","4354",0.02904
1842247.51,6057287.891,7.789,"echo","4355",0.02904
1842246.268,6057286.345,7.82,"echo","4356",0.02905
1842244.886,6057285.079,7.78,"echo","4357",0.02908
1842243.741,6057283.063,7.746,"echo","4358",0.02909
1842242.799,6057281.222,7.808,"echo","4359",0.02911
1842241.263,6057279.753,7.751,"echo","4360",0.02911
1842240.04,6057278.216,7.821,"echo","4361",0.02923
1842238.874,6057276.323,7.829,"echo","4362",0.02913
1842237.52,6057274.828,7.79,"echo","4363",0.02913
1842236.04,6057273.612,7.78,"echo","4364",0.02915
1842234.729,6057271.619,7.732,"echo","4365",0.02914
1842233.718,6057269.682,7.785,"echo","4366",0.02915
1842232.181,6057268.125,7.796,"echo","4367",0.0292
1842230.808,6057266.667,7.793,"echo","4368",0.02921
1842229.548,6057264.83,7.788,"echo","4369",0.0292
1842228.08,6057263.385,7.768,"echo","4370",0.02918
1842226.536,6057262.261,7.74,"echo","4371",0.02919
1842225.459,6057261.359,7.812,"echo","4372",0.0294
1842224.121,6057259.428,7.777,"echo","4373",0.02947
1842223.177,6057257.546,7.824,"echo","4374",0.02944
1842221.773,6057256.032,7.8,"echo","4375",0.0292
1842220.471,6057254.574,7.812,"echo","4376",0.0292
1842219.42,6057252.816,7.821,"echo","4377",0.02948
1842217.943,6057251.441,7.765,"echo","4378",0.02921
1842216.48,6057250.188,7.787,"echo","4379",0.02919
1842215.164,6057248.127,7.753,"echo","4380",0.02917
1842213.991,6057246.361,7.827,"echo","4381",0.02917
1842212.466,6057244.9,7.778,"echo","4382",0.02916
1842211.172,6057243.237,7.773,"echo","4383",0.02915
1842210.082,6057241.38,7.8,"echo","4384",0.02915
1842208.639,6057239.891,7.801,"echo","4385",0.02915
1842207.285,6057238.548,7.777,"echo","4386",0.02913
1842206.137,6057236.394,7.813,"echo","4387",0.02914
1842204.812,6057234.703,7.828,"echo","4388",0.02913
1842203.238,6057233.32,7.741,"echo","4389",0.02913
1842201.786,6057231.563,7.715,"echo","4390",0.02912
1842200.611,6057229.95,7.796,"echo","4391",0.02911
1842199.053,6057228.706,7.792,"echo","4392",0.02911
1842197.69,6057227.263,7.773,"echo","4393",0.02914
1842196.413,6057225.226,7.795,"echo","4394",0.02912
1842194.807,6057223.806,7.766,"echo","4395",0.0291
1842193.192,6057222.725,7.769,"echo","4396",0.0291
1842191.535,6057221.079,7.701,"echo","4397",0.02911
1842190.204,6057219.448,7.813,"echo","4398",0.02911
1842188.507,6057218.312,7.764,"echo","4399",0.0291
1842186.974,6057217.202,7.787,"echo","4400",0.02907
1842185.4,6057215.245,7.765,"echo","4401",0.02906
1842183.942,6057213.678,7.854,"echo","4402",0.02905
1842182.074,6057212.574,7.78,"echo","4403",0.02905
1842180.371,6057211.072,7.752,"echo","4404",0.02904
1842178.911,6057209.291,7.832,"echo","4405",0.02904
1842177.219,6057207.933,7.783,"echo","4406",0.0293
1842175.605,6057206.776,7.775,"echo","4407",0.02907
1842174.142,6057204.897,7.786,"echo","4408",0.02908
1842172.656,6057203.436,7.803,"echo","4409",0.02908
1842170.831,6057202.405,7.757,"echo","4410",0.02909
1842169.169,6057200.892,7.724,"echo","4411",0.02909
1842167.825,6057199.131,7.789,"echo","4412",0.0291
1842166.025,6057197.911,7.749,"echo","4413",0.02911
1842164.414,6057196.837,7.741,"echo","4414",0.02912
1842162.89,6057194.972,7.748,"echo","4415",0.02942
1842161.298,6057193.566,7.797,"echo","4416",0.0292
1842159.593,6057192.419,7.765,"echo","4417",0.0292
1842157.976,6057190.754,7.77,"echo","4418",0.02919
1842156.547,6057189.186,7.81,"echo","4419",0.02917
1842154.588,6057188.069,7.73,"echo","4420",0.02917
1842152.911,6057186.697,7.709,"echo","4421",0.02929
1842151.353,6057184.912,7.812,"echo","4422",0.02919
1842149.515,6057183.644,7.751,"echo","4423",0.02918
1842147.875,6057182.438,7.744,"echo","4424",0.02961
1842146.265,6057181.093,7.756,"echo","4425",0.02919
1842145.156,6057180.659,7.851,"echo","4426",0.02921
1842143.625,6057180.281,7.805,"echo","4427",0.02921
1842142.057,6057179.824,7.811,"echo","4428",0.02919
1842140.645,6057178.079,7.763,"echo","4429",0.02921
1842139.385,6057176.698,7.822,"echo","4430",0.0294
1842137.551,6057175.568,7.775,"echo","4431",0.0292
1842136.162,6057174.019,7.751,"echo","4432",0.02922
1842135.019,6057172.323,7.799,"echo","4433",0.02922
1842133.397,6057170.982,7.787,"echo","4434",0.0294
1842131.891,6057169.814,7.794,"echo","4435",0.02921
