"Point","North_cor","East_cor","BedSE","WaterSE","Depth_cor","Code","VertPrec"
"11098",1842856.525,6057814.361,10.375,7.303,2.422,"echo",0.07165
"11099",1842855.291,6057815.609,10.39,7.318,2.422,"echo",0.07154
"11100",1842853.695,6057816.708,10.362,7.29,2.422,"echo",0.07173
"11101",1842852.461,6057817.997,10.5,7.33,2.52,"echo",0.07152
"11102",1842851.457,6057819.38,10.561,7.457,2.454,"echo",0.07436
"11103",1842849.86,6057820.479,10.477,7.405,2.422,"echo",0.07311
"11104",1842848.414,6057821.304,10.722,7.355,2.717,"echo",0.07022
"11105",1842846.393,6057821.679,10.716,7.349,2.717,"echo",0.07018
"11106",1842844.758,6057821.864,10.844,7.379,2.815,"echo",0.0702
"11107",1842843.684,6057821.682,10.794,7.394,2.75,"echo",0.07059
"11108",1842842.595,6057821.073,10.667,7.398,2.619,"echo",0.07017
"11109",1842841.778,6057820.014,10.537,7.367,2.52,"echo",0.07017
"11110",1842841.106,6057819.163,10.438,7.366,2.422,"echo",0.07018
"11111",1842840.754,6057817.775,10.492,7.42,2.422,"echo",0.07064
"11112",1842839.999,6057816.708,10.372,7.268,2.454,"echo",0.07057
"11113",1842838.86,6057815.425,10.27,7.264,2.356,"echo",0.07021
"11114",1842838.015,6057814.153,10.377,7.273,2.454,"echo",0.07324
"11115",1842837.011,6057813.012,10.404,7.3,2.454,"echo",0.07076
"11116",1842836.384,6057811.031,10.247,7.274,2.323,"echo",0.07025
"11117",1842835.948,6057809.239,10.363,7.291,2.422,"echo",0.07346
"11118",1842835.155,6057807.691,10.228,7.255,2.323,"echo",0.07079
"11119",1842834.573,6057806.287,10.207,7.234,2.323,"echo",0.0733
"11120",1842833.679,6057805.084,10.5,7.428,2.422,"echo",0.07029
"11121",1842832.767,6057804.069,10.531,7.459,2.422,"echo",0.07043
"11122",1842831.89,6057803.361,10.848,7.547,2.651,"echo",0.07333
"11123",1842830.873,6057803.122,10.915,7.548,2.717,"echo",0.07035
"11124",1842830.116,6057803.057,10.938,7.538,2.75,"echo",0.07036
"11125",1842829.51,6057803.247,10.833,7.466,2.717,"echo",0.07037
"11126",1842828.536,6057803.111,10.744,7.443,2.651,"echo",0.07037
"11127",1842827.386,6057803.189,10.944,7.479,2.815,"echo",0.07057
"11128",1842826.199,6057803.69,10.702,7.401,2.651,"echo",0.07038
"11129",1842826.031,6057803.927,10.653,7.352,2.651,"echo",0.07039
"11130",1842826.673,6057804.777,10.508,7.338,2.52,"echo",0.07039
"11131",1842827.118,6057804.923,10.557,7.453,2.454,"echo",0.07087
"11132",1842827.699,6057805.451,10.471,7.399,2.422,"echo",0.07041
"11133",1842828.293,6057806.555,10.419,7.347,2.422,"echo",0.07041
"11134",1842828.419,6057807.654,10.324,7.351,2.323,"echo",0.07042
"11135",1842827.343,6057808.624,10.571,7.467,2.454,"echo",0.07344
"11136",1842826.469,6057809.518,10.378,7.306,2.422,"echo",0.07388
"11137",1842824.69,6057810.065,10.761,7.558,2.553,"echo",0.07348
"11138",1842823.578,6057810.598,10.46,7.356,2.454,"echo",0.07042
"11139",1842821.855,6057810.491,10.405,7.333,2.422,"echo",0.07042
"11140",1842820.592,6057810.263,10.598,7.428,2.52,"echo",0.07041
"11141",1842819.06,6057810.652,10.367,7.295,2.422,"echo",0.07296
"11142",1842817.455,6057810.324,10.445,7.373,2.422,"echo",0.07042
"11143",1842815.939,6057809.362,10.54,7.37,2.52,"echo",0.07101
"11144",1842814.188,6057808.754,10.677,7.507,2.52,"echo",0.07093
"11145",1842812.516,6057808.258,10.574,7.502,2.422,"echo",0.07104
"11146",1842810.991,6057807.268,10.474,7.402,2.422,"echo",0.07065
"11147",1842809.375,6057806.694,10.559,7.389,2.52,"echo",0.07065
"11148",1842807.623,6057806.34,10.498,7.394,2.454,"echo",0.07046
"11149",1842805.784,6057805.543,10.605,7.435,2.52,"echo",0.07082
"11150",1842804.17,6057804.681,10.958,7.591,2.717,"echo",0.071
"11151",1842802.403,6057804.381,10.576,7.275,2.651,"echo",0.07048
"11152",1842800.773,6057803.811,10.618,7.317,2.651,"echo",0.07096
"11153",1842798.965,6057802.835,10.789,7.422,2.717,"echo",0.07047
"11154",1842797.325,6057802.279,10.706,7.339,2.717,"echo",0.07046
"11155",1842795.613,6057802.04,10.767,7.4,2.717,"echo",0.07345
"11156",1842793.785,6057801.271,10.601,7.332,2.619,"echo",0.07046
"11157",1842792.123,6057800.43,10.719,7.352,2.717,"echo",0.07045
"11158",1842790.263,6057800.192,10.739,7.372,2.717,"echo",0.07058
"11159",1842788.586,6057799.803,10.675,7.374,2.651,"echo",0.07093
"11160",1842786.626,6057798.875,10.645,7.245,2.75,"echo",0.0711
"11161",1842784.894,6057798.315,10.813,7.348,2.815,"echo",0.07043
"11162",1842783.163,6057798.049,10.594,7.293,2.651,"echo",0.07042
"11163",1842781.351,6057797.297,10.674,7.274,2.75,"echo",0.07041
"11164",1842779.523,6057796.238,10.722,7.322,2.75,"echo",0.071
"11165",1842777.712,6057795.491,10.808,7.408,2.75,"echo",0.07056
"11166",1842776.002,6057795.022,10.714,7.347,2.717,"echo",0.07043
"11167",1842774.351,6057793.943,10.572,7.271,2.651,"echo",0.07042
"11168",1842772.849,6057793.105,10.795,7.428,2.717,"echo",0.07056
"11169",1842771.199,6057792.81,10.54,7.337,2.553,"echo",0.07087
"11170",1842769.948,6057792.522,10.55,7.347,2.553,"echo",0.07042
"11171",1842769.014,6057792.171,10.623,7.354,2.619,"echo",0.07061
"11172",1842767.843,6057791.578,10.365,7.195,2.52,"echo",0.0709
"11173",1842766.651,6057790.54,10.63,7.329,2.651,"echo",0.07068
"11174",1842765.018,6057790.33,10.545,7.276,2.619,"echo",0.07085
"11175",1842763.531,6057790.055,10.433,7.263,2.52,"echo",0.07055
"11176",1842761.92,6057789.059,10.468,7.298,2.52,"echo",0.07054
"11177",1842760.289,6057788.616,10.55,7.347,2.553,"echo",0.07039
"11178",1842758.767,6057788.445,10.58,7.41,2.52,"echo",0.07085
"11179",1842756.84,6057787.291,10.419,7.315,2.454,"echo",0.07038
"11180",1842755.208,6057786.397,10.727,7.524,2.553,"echo",0.07037
"11181",1842753.426,6057786.095,10.72,7.419,2.651,"echo",0.07336
"11182",1842751.824,6057785.29,10.359,7.255,2.454,"echo",0.07058
"11183",1842750.322,6057784.239,10.623,7.42,2.553,"echo",0.07364
"11184",1842748.505,6057783.926,10.448,7.245,2.553,"echo",0.07879
"11185",1842746.96,6057783.588,10.457,7.254,2.553,"echo",0.07976
"11186",1842745.143,6057782.327,10.736,7.533,2.553,"echo",0.0736
"11187",1842743.477,6057781.634,10.708,7.407,2.651,"echo",0.07809
"11188",1842741.823,6057781.328,10.608,7.307,2.651,"echo",0.06848
"11189",1842740.129,6057780.328,10.589,7.288,2.651,"echo",0.06853
"11190",1842738.667,6057779.458,10.82,7.42,2.75,"echo",0.06857
"11191",1842736.907,6057779.612,10.629,7.262,2.717,"echo",0.06862
"11192",1842735.141,6057778.953,10.772,7.372,2.75,"echo",0.06887
"11193",1842733.37,6057777.885,10.996,7.531,2.815,"echo",0.06895
"11194",1842731.569,6057777.623,11.073,7.608,2.815,"echo",0.06894
"11195",1842729.999,6057777.326,10.848,7.448,2.75,"echo",0.06885
"11196",1842728.172,6057776.2,10.887,7.487,2.75,"echo",0.06889
"11197",1842726.587,6057775.663,10.844,7.346,2.848,"echo",0.06932
"11198",1842724.912,6057775.441,10.877,7.412,2.815,"echo",0.07202
"11199",1842723.191,6057774.571,10.847,7.349,2.848,"echo",0.06922
"11200",1842721.5,6057773.562,10.967,7.37,2.947,"echo",0.06906
"11201",1842719.628,6057773.279,11.022,7.36,3.012,"echo",0.0691
"11202",1842718.007,6057772.927,10.869,7.305,2.914,"echo",0.06913
"11203",1842716.301,6057771.915,11.126,7.431,3.045,"echo",0.06938
"11204",1842714.633,6057771.633,10.764,7.266,2.848,"echo",0.06919
"11205",1842713.077,6057771.567,10.653,7.253,2.75,"echo",0.07252
"11206",1842711.605,6057772.099,10.724,7.324,2.75,"echo",0.06924
"11207",1842710.395,6057772.552,10.695,7.328,2.717,"echo",0.06927
"11208",1842708.336,6057772.335,10.681,7.38,2.651,"echo",0.06952
"11209",1842706.605,6057772.651,10.733,7.366,2.717,"echo",0.06932
"11210",1842705.164,6057773.441,10.485,7.282,2.553,"echo",0.06982
"11211",1842702.797,6057773.331,10.695,7.426,2.619,"echo",0.07104
"11212",1842700.94,6057773.449,10.657,7.356,2.651,"echo",0.06967
"11213",1842698.856,6057772.98,10.656,7.289,2.717,"echo",0.06993
"11214",1842697.229,6057772.281,10.912,7.348,2.914,"echo",0.07079
"11215",1842695.798,6057771.383,10.974,7.41,2.914,"echo",0.07095
"11216",1842694.851,6057770.265,10.929,7.332,2.947,"echo",0.06895
"11217",1842694.036,6057769.055,10.662,7.262,2.75,"echo",0.06944
"11218",1842693.107,6057768.406,10.854,7.389,2.815,"echo",0.07031
"11219",1842692.035,6057767.699,10.795,7.297,2.848,"echo",0.06906
"11220",1842691.489,6057765.93,10.753,7.353,2.75,"echo",0.06907
"11221",1842690.84,6057764.556,10.821,7.323,2.848,"echo",0.0691
"11222",1842689.81,6057763.399,10.687,7.287,2.75,"echo",0.06961
"11223",1842689.49,6057761.39,10.789,7.291,2.848,"echo",0.06966
"11224",1842689.078,6057759.706,10.973,7.376,2.947,"echo",0.06919
"11225",1842688.023,6057758.152,10.876,7.279,2.947,"echo",0.06921
"11226",1842687.4,6057756.538,10.824,7.326,2.848,"echo",0.06922
"11227",1842687.161,6057754.607,10.966,7.402,2.914,"echo",0.06924
"11228",1842686.464,6057752.962,11.113,7.418,3.045,"echo",0.06926
"11229",1842685.58,6057751.564,10.872,7.275,2.947,"echo",0.06928
"11230",1842685.145,6057749.825,10.976,7.314,3.012,"echo",0.06979
"11231",1842684.553,6057748.391,11.028,7.333,3.045,"echo",0.06931
"11232",1842683.322,6057747.357,10.871,7.209,3.012,"echo",0.06932
"11233",1842682.45,6057746.513,10.846,7.381,2.815,"echo",0.06741
"11234",1842681.246,6057746.202,10.712,7.214,2.848,"echo",0.0617
"11235",1842680.444,6057746.011,10.972,7.375,2.947,"echo",0.06161
"11236",1842679.67,6057746.221,10.864,7.3,2.914,"echo",0.06161
"11237",1842679.124,6057746.362,11.039,7.442,2.947,"echo",0.0616
"11238",1842678.781,6057746.984,10.907,7.343,2.914,"echo",0.06159
"11239",1842677.487,6057747.267,10.94,7.343,2.947,"echo",0.06177
"11240",1842675.892,6057747.666,11.007,7.443,2.914,"echo",0.06162
"11241",1842674.874,6057749.017,10.913,7.349,2.914,"echo",0.06219
"11242",1842673.723,6057750.024,10.866,7.302,2.914,"echo",0.06159
"11243",1842672.083,6057750.891,10.927,7.363,2.914,"echo",0.06158
"11244",1842670.915,6057752.065,10.945,7.381,2.914,"echo",0.06158
"11245",1842669.95,6057753.209,10.798,7.333,2.815,"echo",0.06218
"11246",1842668.144,6057754.142,10.849,7.384,2.815,"echo",0.06315
"11247",1842666.707,6057755.05,11.065,7.403,3.012,"echo",0.06331
"11248",1842665.626,6057756.302,11.013,7.351,3.012,"echo",0.06374
"11249",1842663.89,6057757.097,11.124,7.363,3.111,"echo",0.06465
"11250",1842662.221,6057757.662,11.245,7.386,3.209,"echo",0.06456
"11251",1842660.753,6057758.714,11.191,7.332,3.209,"echo",0.06449
"11252",1842659.048,6057759.274,11.226,7.367,3.209,"echo",0.06466
"11253",1842657.108,6057759.492,11.22,7.459,3.111,"echo",0.06803
"11254",1842655.459,6057759.904,11.136,7.375,3.111,"echo",0.065
"11255",1842653.857,6057760.343,10.92,7.356,2.914,"echo",0.06568
"11256",1842651.855,6057759.69,10.855,7.357,2.848,"echo",0.06582
"11257",1842650.235,6057759.29,10.949,7.385,2.914,"echo",0.06568
"11258",1842648.86,6057758.065,11.074,7.477,2.947,"echo",0.06878
"11259",1842647.803,6057757.293,10.853,7.289,2.914,"echo",0.06573
"11260",1842646.738,6057756.16,10.841,7.343,2.848,"echo",0.06586
"11261",1842645.834,6057755.18,10.908,7.311,2.947,"echo",0.06598
"11262",1842645.176,6057753.311,10.995,7.398,2.947,"echo",0.0661
"11263",1842644.477,6057751.817,10.989,7.327,3.012,"echo",0.06622
"11264",1842643.429,6057750.505,10.948,7.351,2.947,"echo",0.06632
"11265",1842642.89,6057748.595,10.906,7.342,2.914,"echo",0.06643
"11266",1842642.572,6057746.879,10.924,7.36,2.914,"echo",0.06675
"11267",1842641.601,6057745.361,10.633,7.135,2.848,"echo",0.06977
"11268",1842641.105,6057743.813,10.75,7.35,2.75,"echo",0.06672
"11269",1842640.818,6057741.969,10.769,7.369,2.75,"echo",0.06681
"11270",1842640.019,6057740.498,10.848,7.35,2.848,"echo",0.06689
"11271",1842639.315,6057739.191,10.791,7.326,2.815,"echo",0.06697
"11272",1842638.766,6057737.239,10.704,7.304,2.75,"echo",0.06755
"11273",1842638.144,6057735.651,10.895,7.397,2.848,"echo",0.06735
"11274",1842637.109,6057734.377,10.767,7.302,2.815,"echo",0.0672
"11275",1842636.257,6057733.054,10.81,7.345,2.815,"echo",0.06726
"11276",1842635.39,6057731.346,10.886,7.421,2.815,"echo",0.06733
"11277",1842634.176,6057730.232,10.817,7.319,2.848,"echo",0.0674
"11278",1842632.955,6057729.402,10.698,7.298,2.75,"echo",0.0621
"11279",1842631.68,6057728.005,10.581,7.181,2.75,"echo",0.06414
"11280",1842630.461,6057726.805,10.814,7.349,2.815,"echo",0.06206
"11281",1842628.875,6057726.515,10.722,7.257,2.815,"echo",0.0615
"11282",1842627.793,6057725.728,10.871,7.373,2.848,"echo",0.06163
"11283",1842626.326,6057725.441,10.865,7.367,2.848,"echo",0.06177
"11284",1842624.921,6057725.171,10.821,7.421,2.75,"echo",0.06168
"11285",1842623.365,6057725.789,10.669,7.269,2.75,"echo",0.0617
"11286",1842622.192,6057726.014,10.873,7.408,2.815,"echo",0.06172
"11287",1842621.242,6057726.929,10.749,7.349,2.75,"echo",0.06159
"11288",1842620.207,6057727.445,10.763,7.363,2.75,"echo",0.06167
"11289",1842618.292,6057728.065,10.728,7.328,2.75,"echo",0.06185
"11290",1842616.814,6057728.869,10.763,7.363,2.75,"echo",0.06208
"11291",1842615.721,6057730.101,10.727,7.327,2.75,"echo",0.06195
"11292",1842614.04,6057731.036,10.615,7.314,2.651,"echo",0.06194
"11293",1842612.254,6057731.72,10.777,7.41,2.717,"echo",0.06195
"11294",1842610.955,6057732.877,10.757,7.39,2.717,"echo",0.06193
"11295",1842609.576,6057733.832,10.687,7.32,2.717,"echo",0.06193
"11296",1842607.577,6057734.33,10.812,7.347,2.815,"echo",0.06274
"11297",1842605.973,6057734.959,10.888,7.423,2.815,"echo",0.06274
"11298",1842604.499,6057735.728,10.691,7.291,2.75,"echo",0.06329
"11299",1842602.465,6057735.667,10.761,7.296,2.815,"echo",0.06222
"11300",1842600.743,6057735.732,11.033,7.469,2.914,"echo",0.063
"11301",1842599.082,6057736.226,10.912,7.348,2.914,"echo",0.06705
"11302",1842597.166,6057735.416,10.84,7.342,2.848,"echo",0.06398
"11303",1842595.688,6057734.791,10.909,7.312,2.947,"echo",0.06416
"11304",1842594.35,6057733.705,10.837,7.273,2.914,"echo",0.06433
"11305",1842593.347,6057732.691,11.072,7.41,3.012,"echo",0.06449
"11306",1842591.943,6057732.289,10.802,7.238,2.914,"echo",0.06465
"11307",1842590.935,6057730.394,10.867,7.369,2.848,"echo",0.0648
"11308",1842590.026,6057728.964,10.846,7.348,2.848,"echo",0.06495
"11309",1842589.476,6057726.881,10.722,7.322,2.75,"echo",0.06508
"11310",1842589.226,6057725.057,10.871,7.406,2.815,"echo",0.06522
"11311",1842588.237,6057723.383,10.717,7.35,2.717,"echo",0.06851
"11312",1842587.796,6057721.651,10.507,7.238,2.619,"echo",0.06547
"11313",1842587.818,6057719.777,10.705,7.404,2.651,"echo",0.06558
"11314",1842587.173,6057717.96,10.602,7.301,2.651,"echo",0.0657
"11315",1842586.758,6057716.318,10.566,7.265,2.651,"echo",0.0658
"11316",1842586.831,6057714.38,10.767,7.4,2.717,"echo",0.06514
"11317",1842586.534,6057712.685,10.882,7.417,2.815,"echo",0.06429
"11318",1842586.077,6057711.124,10.894,7.429,2.815,"echo",0.06493
"11319",1842585.975,6057709.345,10.809,7.409,2.75,"echo",0.06844
"11320",1842585.644,6057707.786,11.084,7.389,3.045,"echo",0.06097
"11321",1842584.864,6057706.427,11.004,7.309,3.045,"echo",0.06275
"11322",1842583.96,6057705.48,11.238,7.445,3.143,"echo",0.06097
"11323",1842583.079,6057704.909,11.051,7.487,2.914,"echo",0.06097
"11324",1842582.056,6057704.754,11.242,7.449,3.143,"echo",0.0625
"11325",1842581.053,6057704.227,11.059,7.298,3.111,"echo",0.06107
"11326",1842579.623,6057703.341,11.177,7.482,3.045,"echo",0.06334
"11327",1842578.291,6057703.599,11.065,7.403,3.012,"echo",0.06096
"11328",1842576.982,6057703.517,11.063,7.401,3.012,"echo",0.06118
"11329",1842575.416,6057703.949,11.073,7.378,3.045,"echo",0.06096
"11330",1842574.023,6057704.436,11.094,7.432,3.012,"echo",0.06096
"11331",1842572.992,6057705.917,10.936,7.339,2.947,"echo",0.06096
"11332",1842572.175,6057706.861,10.941,7.443,2.848,"echo",0.06123
"11333",1842571.837,6057708.148,10.845,7.38,2.815,"echo",0.06107
"11334",1842571.092,6057709.306,10.65,7.283,2.717,"echo",0.06096
"11335",1842569.797,6057710.764,10.756,7.389,2.717,"echo",0.06095
"11336",1842569.289,6057712.364,10.702,7.335,2.717,"echo",0.06094
"11337",1842568.738,6057713.831,10.519,7.218,2.651,"echo",0.06185
"11338",1842567.636,6057715.495,10.728,7.361,2.717,"echo",0.06092
"11339",1842566.914,6057717.027,10.668,7.301,2.717,"echo",0.06092
"11340",1842565.62,6057718.461,11.045,7.383,3.012,"echo",0.06091
"11341",1842564.696,6057719.767,11.227,7.434,3.143,"echo",0.06152
"11342",1842563.8,6057721.038,11.04,7.345,3.045,"echo",0.06247
"11343",1842562.189,6057721.999,11.101,7.406,3.045,"echo",0.06291
"11344",1842560.98,6057723.036,11.016,7.452,2.914,"echo",0.06655
"11345",1842559.51,6057723.847,11.098,7.403,3.045,"echo",0.06347
"11346",1842557.638,6057723.893,11.162,7.369,3.143,"echo",0.06365
"11347",1842556.34,6057724.193,11.071,7.376,3.045,"echo",0.06086
"11348",1842555.351,6057724.365,10.919,7.224,3.045,"echo",0.06171
"11349",1842554.54,6057724.136,11.188,7.329,3.209,"echo",0.06173
"11350",1842553.537,6057723.309,11.05,7.355,3.045,"echo",0.06176
"11351",1842552.529,6057722.811,11.335,7.443,3.242,"echo",0.06097
"11352",1842551.012,6057722.66,11.061,7.366,3.045,"echo",0.061
"11353",1842549.757,6057721.548,11.068,7.307,3.111,"echo",0.06102
"11354",1842548.882,6057720.244,11.196,7.435,3.111,"echo",0.06104
"11355",1842547.399,6057719.45,11.026,7.331,3.045,"echo",0.06518
"11356",1842546.232,6057718.457,11.08,7.385,3.045,"echo",0.06293
"11357",1842545.336,6057716.766,11.045,7.35,3.045,"echo",0.06313
"11358",1842544.455,6057715.432,10.915,7.351,2.914,"echo",0.06332
"11359",1842544.21,6057713.577,10.982,7.32,3.012,"echo",0.061
"11360",1842543.769,6057712.086,11.041,7.346,3.045,"echo",0.06102
"11361",1842542.751,6057710.637,10.827,7.263,2.914,"echo",0.06104
"11362",1842542.313,6057708.915,10.692,7.292,2.75,"echo",0.06106
"11363",1842542.31,6057707.101,10.757,7.357,2.75,"echo",0.06121
"11364",1842541.438,6057705.342,10.704,7.304,2.75,"echo",0.06109
"11365",1842540.832,6057703.729,10.683,7.283,2.75,"echo",0.06111
"11366",1842540.789,6057701.578,10.817,7.352,2.815,"echo",0.06112
"11367",1842540.443,6057699.856,10.932,7.335,2.947,"echo",0.06113
"11368",1842539.681,6057698.271,10.893,7.329,2.914,"echo",0.06115
"11369",1842539.287,6057696.564,10.806,7.308,2.848,"echo",0.06116
"11370",1842539.117,6057694.607,10.904,7.34,2.914,"echo",0.06117
"11371",1842538.326,6057693.082,10.949,7.352,2.947,"echo",0.06118
"11372",1842537.553,6057691.892,10.802,7.337,2.815,"echo",0.06119
"11373",1842536.871,6057690.296,10.86,7.362,2.848,"echo",0.0612
"11374",1842535.897,6057689.235,11.034,7.437,2.947,"echo",0.06121
"11375",1842534.748,6057688.721,10.95,7.485,2.815,"echo",0.06268
"11376",1842533.681,6057688.633,10.971,7.407,2.914,"echo",0.06058
"11377",1842532.875,6057688.675,10.947,7.383,2.914,"echo",0.06056
"11378",1842531.664,6057688.708,11.01,7.413,2.947,"echo",0.06211
"11379",1842530.464,6057688.621,10.864,7.3,2.914,"echo",0.06057
"11380",1842529.217,6057689.334,10.898,7.301,2.947,"echo",0.06057
"11381",1842528.033,6057690.036,10.941,7.377,2.914,"echo",0.06055
"11382",1842527.068,6057691.337,10.863,7.299,2.914,"echo",0.06117
"11383",1842526.174,6057692.319,10.728,7.263,2.815,"echo",0.06071
"11384",1842524.268,6057693.346,10.689,7.289,2.75,"echo",0.06117
"11385",1842522.758,6057694.315,10.961,7.463,2.848,"echo",0.06063
"11386",1842521.74,6057695.722,10.763,7.363,2.75,"echo",0.06063
"11387",1842520.721,6057696.679,10.81,7.345,2.815,"echo",0.0612
"11388",1842519.342,6057697.645,10.826,7.328,2.848,"echo",0.06058
"11389",1842517.648,6057698.402,10.881,7.383,2.848,"echo",0.06123
"11390",1842516.386,6057699.592,10.936,7.438,2.848,"echo",0.06247
"11391",1842515.227,6057700.712,10.93,7.333,2.947,"echo",0.06282
"11392",1842513.273,6057701.315,10.913,7.316,2.947,"echo",0.06526
"11393",1842511.727,6057702.036,11.394,7.404,3.34,"echo",0.06321
"11394",1842510.361,6057703.182,11.244,7.352,3.242,"echo",0.06363
"11395",1842508.632,6057703.493,11.189,7.33,3.209,"echo",0.06409
"11396",1842506.934,6057703.418,11.305,7.446,3.209,"echo",0.06425
"11397",1842505.36,6057703.359,11.082,7.321,3.111,"echo",0.06387
"11398",1842504.137,6057703.384,11.201,7.408,3.143,"echo",0.064
"11399",1842503.339,6057703.644,11.153,7.36,3.143,"echo",0.06439
"11400",1842502.642,6057703.452,11.295,7.436,3.209,"echo",0.06749
"11401",1842502.707,6057704.455,11.015,7.254,3.111,"echo",0.06831
"11402",1842502.833,6057704.676,11.345,7.453,3.242,"echo",0.06199
"11403",1842502.771,6057704.747,11.36,7.468,3.242,"echo",0.06261
"11404",1842501.992,6057704.516,11.345,7.453,3.242,"echo",0.06085
"11405",1842501.258,6057704.068,11.246,7.354,3.242,"echo",0.06155
"11406",1842499.979,6057703.141,11.179,7.386,3.143,"echo",0.06264
"11407",1842498.903,6057702.593,11.343,7.451,3.242,"echo",0.06284
"11408",1842497.539,6057702.926,11.17,7.377,3.143,"echo",0.06302
"11409",1842495.934,6057702.025,11.183,7.39,3.143,"echo",0.0632
"11410",1842494.637,6057701.091,11.118,7.325,3.143,"echo",0.06382
"11411",1842493.398,6057699.797,11.035,7.373,3.012,"echo",0.06353
"11412",1842492.592,6057698.373,10.865,7.367,2.848,"echo",0.06369
"11413",1842492.064,6057696.957,10.746,7.346,2.75,"echo",0.06356
"11414",1842492.013,6057695.407,10.732,7.332,2.75,"echo",0.06399
"11415",1842491.609,6057693.926,10.833,7.368,2.815,"echo",0.06357
"11416",1842491.335,6057692.488,10.883,7.319,2.914,"echo",0.06365
"11417",1842491.726,6057690.543,11.08,7.418,3.012,"echo",0.06394
"11418",1842492.087,6057688.871,11.137,7.344,3.143,"echo",0.0607
"11419",1842491.946,6057687.074,11.062,7.367,3.045,"echo",0.06056
"11420",1842492.306,6057685.25,11.107,7.346,3.111,"echo",0.06039
"11421",1842492.897,6057683.326,11.136,7.343,3.143,"echo",0.06036
"11422",1842493.047,6057681.531,11.051,7.29,3.111,"echo",0.06188
"11423",1842493.22,6057679.873,10.996,7.334,3.012,"echo",0.0603
"11424",1842493.783,6057677.88,10.82,7.322,2.848,"echo",0.06029
"11425",1842493.952,6057676.08,10.93,7.366,2.914,"echo",0.06026
"11426",1842493.855,6057674.396,10.819,7.354,2.815,"echo",0.06032
"11427",1842494.147,6057672.664,10.866,7.401,2.815,"echo",0.06025
"11428",1842494.027,6057671.117,10.982,7.418,2.914,"echo",0.06045
"11429",1842493.337,6057669.633,10.734,7.334,2.75,"echo",0.06024
"11430",1842492.798,6057668.515,10.939,7.375,2.914,"echo",0.06024
"11431",1842491.805,6057667.797,10.79,7.325,2.815,"echo",0.06025
"11432",1842491.069,6057667.199,10.994,7.43,2.914,"echo",0.06024
"11433",1842490.26,6057667.018,10.823,7.358,2.815,"echo",0.06024
"11434",1842488.855,6057666.034,10.67,7.27,2.75,"echo",0.06024
"11435",1842487.374,6057665.003,10.889,7.391,2.848,"echo",0.06043
"11436",1842485.638,6057664.991,10.86,7.362,2.848,"echo",0.06024
"11437",1842484.241,6057664.765,10.816,7.351,2.815,"echo",0.06086
"11438",1842482.812,6057665.194,10.881,7.383,2.848,"echo",0.06022
"11439",1842481.587,6057665.713,10.786,7.321,2.815,"echo",0.06084
"11440",1842480.656,6057666.636,10.932,7.368,2.914,"echo",0.06021
"11441",1842479.987,6057667.451,10.916,7.352,2.914,"echo",0.06021
"11442",1842479.694,6057668.561,11.047,7.352,3.045,"echo",0.0603
"11443",1842479.494,6057669.438,10.971,7.374,2.947,"echo",0.06019
"11444",1842479.755,6057670.408,11.024,7.362,3.012,"echo",0.06018
"11445",1842479.81,6057671.363,10.934,7.337,2.947,"echo",0.06017
"11446",1842479.519,6057673.127,11.088,7.393,3.045,"echo",0.06017
"11447",1842479.667,6057674.497,11.19,7.331,3.209,"echo",0.06016
"11448",1842479.455,6057676.278,11.156,7.297,3.209,"echo",0.06015
"11449",1842479.403,6057677.93,11.152,7.359,3.143,"echo",0.06026
"11450",1842479.095,6057679.382,11.464,7.474,3.34,"echo",0.06014
"11451",1842479.279,6057680.553,11.023,7.361,3.012,"echo",0.06014
"11452",1842479.043,6057682.01,11.032,7.337,3.045,"echo",0.06014
"11453",1842478.781,6057683.481,10.992,7.428,2.914,"echo",0.06023
"11454",1842479.314,6057685.293,10.731,7.266,2.815,"echo",0.06077
"11455",1842479.682,6057686.83,10.924,7.426,2.848,"echo",0.06014
"11456",1842480.478,6057688.263,10.789,7.324,2.815,"echo",0.06014
"11457",1842481.193,6057689.419,10.877,7.412,2.815,"echo",0.06076
"11458",1842482.283,6057690.293,10.675,7.308,2.717,"echo",0.06242
"11459",1842483.043,6057691.036,10.897,7.432,2.815,"echo",0.06076
"11460",1842484.094,6057691.264,10.758,7.358,2.75,"echo",0.06172
"11461",1842484.823,6057691.647,10.766,7.366,2.75,"echo",0.06188
"11462",1842485.372,6057692.214,10.788,7.388,2.75,"echo",0.06018
"11463",1842486.071,6057692.409,10.914,7.416,2.848,"echo",0.06137
"11464",1842486.733,6057692.214,10.82,7.42,2.75,"echo",0.06093
"11465",1842488.257,6057692.456,10.821,7.356,2.815,"echo",0.06108
"11466",1842489.73,6057692.515,10.714,7.249,2.815,"echo",0.06184
"11467",1842490.965,6057692.701,10.801,7.336,2.815,"echo",0.062
"11468",1842491.94,6057692.476,10.896,7.332,2.914,"echo",0.05959
"11469",1842492.907,6057692.689,11.123,7.428,3.045,"echo",0.06024
"11470",1842493.664,6057692.561,11.086,7.391,3.045,"echo",0.06124
"11471",1842494.369,6057693.114,10.975,7.411,2.914,"echo",0.06141
"11472",1842494.67,6057693.76,10.883,7.286,2.947,"echo",0.06158
"11473",1842494.471,6057694.799,11.016,7.452,2.914,"echo",0.05973
"11474",1842493.804,6057695.46,10.873,7.408,2.815,"echo",0.05964
